Transaction number,Supplier,Amount,Service Area,Category,Transaction Date,Period,Sme,Costs split between Babergh and Mid Suffolk District Council,% transactions apportioned to Babergh District Council
21020781,Serco Ltd,"111,641.00",Garden Waste,Refuse Contract,27/05/2025,202502,LRG,Y,47%
21020781,Serco Ltd,"419,014.49",Domestic Waste,Refuse Contract,27/05/2025,202502,LRG,Y,46%
21020788,Private Landlord,575.00,Guaranteed Rent Scheme,Building Rents,28/05/2025,202502,STR,N,
21020789,LAC Services (East Anglia) Ltd,"5,731.12",Sheltered Accommodation,Health and Safety Buildings,28/05/2025,202502,SML,N,
21020802,David Burr Lettings,750.00,Guaranteed Rent Scheme,Building Rents,28/05/2025,202502,SML,N,
21020808,Paul Wright & Co,795.00,Guaranteed Rent Scheme,Building Rents,28/05/2025,202502,SML,N,
21020809,Newsquest Media Group,908.80,Development Management,"Publicity, Advertising & Marketing",28/05/2025,202502,LRG,N,
21020815,Private Landlord,680.00,Guaranteed Rent Scheme,Building Rents,28/05/2025,202502,SML,N,
21020817,CHEC Planning Ltd,"5,446.02",Neighbourhood Plan Designations,Consultancy Services,28/05/2025,202502,SML,N,
21020818,Private Landlord,775.00,Guaranteed Rent Scheme,Building Rents,28/05/2025,202502,STR,N,
21020824,Private Landlord,775.00,Guaranteed Rent Scheme,Building Rents,28/05/2025,202502,STR,N,
21020825,GCS Compliance Ltd,"1,550.40",Building Services Compliance,Contract: Heating,28/05/2025,202502,SML,N,
21020827,Suffolk Market Events Ltd,740.98,Hadleigh Market,Consultancy Services,27/05/2025,202502,SML,N,
21020835,Hays Specialist Recruitment Ltd,158.99,HRA Strategic Property,Agency Staff,28/05/2025,202502,LRG,Y,80%
21020835,Hays Specialist Recruitment Ltd,"1,430.86",Asset Utilisation,Agency Staff,28/05/2025,202502,LRG,Y,80%
21020836,Top Floors (East Anglia) Ltd,"1,840.68",Other Temporary Accommodation,"Property Repairs, Maintenance & Alterations",15/05/2025,202502,SML,N,
21020839,Rapid Response Maintenance Ltd,773.33,Voids,"Property Repairs, Maintenance & Alterations",26/05/2025,202502,SML,N,
21020841,Rapid Response Maintenance Ltd,"2,109.49",Voids,"Property Repairs, Maintenance & Alterations",26/05/2025,202502,SML,N,
21020843,Rapid Response Maintenance Ltd,"6,881.65",Voids,"Property Repairs, Maintenance & Alterations",22/05/2025,202502,SML,N,
21020844,Normanton Screenprint,"1,498.90",Environmental Protection,"Purchase of Equipment, Tools & Materials",19/05/2025,202502,SML,N,
21020847,Hughes Trade,720.80,Other Temporary Accommodation,Furniture,29/05/2025,202502,LRG,N,
21020858,Law Morgan Ltd T/A Morgan Law,"1,595.16",Financial Resources,Agency Staff,29/05/2025,202502,SML,Y,50%
21020861,Mixbrow Ltd,"3,529.50",Building Services Assets,Payments to Contractors,27/05/2025,202502,SML,N,
21020862,Mixbrow Ltd,"7,384.66",Building Services Assets,Payments to Contractors,27/05/2025,202502,SML,N,
21020863,Stannah Stairlifts Ltd,"5,573.00",Building Services Assets,Payments to Contractors,20/05/2025,202502,LRG,N,
21020869,Rapid Response Maintenance Ltd,"4,835.15",Voids,"Property Repairs, Maintenance & Alterations",19/05/2025,202502,SML,N,
21020871,Suffolk County Council,"4,118.68",Community Safety-General,"Grants, Contributions & Donations",28/05/2025,202502,LRG,Y,53%
21020872,Rapid Response Maintenance Ltd,"4,659.97",Voids,"Property Repairs, Maintenance & Alterations",22/05/2025,202502,SML,N,
21020878,Mixbrow Ltd,"4,101.25",Building Services Assets,Payments to Contractors,23/05/2025,202502,SML,N,
21020879,Mixbrow Ltd,"1,175.83",Trades Team,"Property Repairs, Maintenance & Alterations",23/05/2025,202502,SML,N,
21020880,Rapid Response Maintenance Ltd,"8,499.91",Voids,"Property Repairs, Maintenance & Alterations",23/05/2025,202502,SML,N,
21020881,Rapid Response Maintenance Ltd,"2,298.51",Voids,"Property Repairs, Maintenance & Alterations",23/05/2025,202502,SML,N,
21020882,Rapid Response Maintenance Ltd,"2,505.36",Voids,"Property Repairs, Maintenance & Alterations",08/05/2025,202502,SML,N,
21020883,Rapid Response Maintenance Ltd,846.61,Voids,"Property Repairs, Maintenance & Alterations",12/05/2025,202502,SML,N,
21020885,Rapid Response Maintenance Ltd,"5,615.83",Voids,"Property Repairs, Maintenance & Alterations",20/05/2025,202502,SML,N,
21020886,Rapid Response Maintenance Ltd,"1,202.56",Voids,"Property Repairs, Maintenance & Alterations",17/05/2025,202502,SML,N,
21020887,Newsquest Media Group,908.80,Development Management,"Publicity, Advertising & Marketing",29/05/2025,202502,LRG,N,
21020889,Rapid Response Maintenance Ltd,"1,309.24",Voids,"Property Repairs, Maintenance & Alterations",29/05/2025,202502,SML,N,
21020890,Rapid Response Maintenance Ltd,"3,220.46",Voids,"Property Repairs, Maintenance & Alterations",21/05/2025,202502,SML,N,
21020893,Mixbrow Ltd,"4,511.64",Voids,"Property Repairs, Maintenance & Alterations",29/05/2025,202502,SML,N,
21020895,Mixbrow Ltd,"11,221.70",Voids,"Property Repairs, Maintenance & Alterations",29/05/2025,202502,SML,N,
21020896,Mixbrow Ltd,"10,287.72",Voids,"Property Repairs, Maintenance & Alterations",29/05/2025,202502,SML,N,
21020897,Civica Election Services,"3,041.69",Elections,Printing,31/03/2025,202502,LRG,N,
21020900,In Your Team Ltd,"1,253.00",HRA ICT,IT Software Purchase,29/05/2025,202502,SML,Y,50%
21020902,EEQU Ltd,540.00,Holiday Activity Fund,"Grants, Contributions & Donations",28/05/2025,202502,SML,Y,50%
21020906,Reed Specialist Recruitment Ltd,768.12,Financial Resources,Agency Staff,30/05/2025,202502,LRG,Y,50%
21020913,D W Adams Ltd,"5,772.00",Building Services Assets,Payments to Contractors,30/05/2025,202502,SML,N,
21020917,LAC Services (East Anglia) Ltd,943.55,Health & Safety and Fire PAC,Health and Safety Buildings,23/04/2025,202502,SML,N,
21020932,Eezybike Ltd,"3,500.00",MSM Sustainable Travel,Contracted Services,30/05/2025,202502,SML,N,
21020933,Precision Resource Group Ltd T/A Panoramic Associates,"3,500.00",Commissioning and Procurement,Agency Staff,27/05/2025,202502,LRG,Y,50%
21020934,Karzees Ltd,555.00,Public Conveniences,"Purchase of Equipment, Tools & Materials",30/05/2025,202502,SML,N,
21020937,Sureserve Compliance Water Ltd,56.57,Building Services Compliance,Sampling & Analysis,30/04/2025,202502,SML,N,
21020937,Sureserve Compliance Water Ltd,252.27,Chilton Depot,Sampling & Analysis,30/04/2025,202502,SML,Y,50%
21020937,Sureserve Compliance Water Ltd,103.57,Leaseholders,Sampling & Analysis,30/04/2025,202502,SML,N,
21020937,Sureserve Compliance Water Ltd,711.14,Public Conveniences,Sampling & Analysis,30/04/2025,202502,SML,N,
21020937,Sureserve Compliance Water Ltd,655.77,Sheltered Accommodation,Sampling & Analysis,30/04/2025,202502,SML,N,
21020937,Sureserve Compliance Water Ltd,662.87,Temporary Accommodation,Sampling & Analysis,30/04/2025,202502,SML,N,
21020937,Sureserve Compliance Water Ltd,62.00,Tenancy Services,Sampling & Analysis,30/04/2025,202502,SML,N,
21020937,Sureserve Compliance Water Ltd,648.00,Voids,Sampling & Analysis,30/04/2025,202502,SML,N,
21020937,Sureserve Compliance Water Ltd,56.58,Wenham Depot,Sampling & Analysis,30/04/2025,202502,SML,Y,50%
21020954,Newsquest Media Group,681.60,Development Management,"Publicity, Advertising & Marketing",30/04/2025,202502,LRG,N,
21020960,Private Landlord,515.00,Guaranteed Rent Scheme,Building Rents,02/06/2025,202502,STR,N,
22034756,BUPA,"8,713.62",HR,BUPA Family Expenses Payroll Deductions,01/05/2025,202502,LRG,Y,50%
22034761,Forge Caravan Park,"1,400.00",Homeless Prevention Fund,Other Supplies & Services,06/05/2025,202502,SML,N,
22034762,Private Landlord,520.20,Guaranteed Rent Scheme,Building Rents,06/05/2025,202502,STR,N,
22034762,Private Landlord,750.00,Guaranteed Rent Scheme,Other Supplies & Services,06/05/2025,202502,STR,N,
22034766,Private Landlord,900.00,Guaranteed Rent Scheme,Other Supplies & Services,07/05/2025,202502,IND,N,
22034768,The Coddenham Centre,"1,250.00",MSM Sustainable Travel,"Grants, Contributions & Donations",07/05/2025,202502,SML,N,
22034904,Gatehouse Caring In East Anglia,505.00,Homeless Prevention Fund,Other Supplies & Services,08/05/2025,202502,SML,N,
22034908,Veritas Solicitors Ltd,"12,000.00",Trades Team,Compensation Payment to Tenants,09/05/2025,202502,SML,N,
22034909,Brome & Oakley Village Hall,"1,787.25",Progress Power,"Grants, Contributions & Donations",09/05/2025,202502,SML,N,
22034910,Brome & Oakley Village Hall,"5,000.00",Grants and Contributions,Other Capital Expenditure,09/05/2025,202502,SML,N,
22034911,Holbrook Parish Council,"8,662.00",Grants and Contributions,Other Capital Expenditure,09/05/2025,202502,SML,N,
22034912,Somersham And District Community Shop,930.80,Locality Awards,"Grants, Contributions & Donations",09/05/2025,202502,SML,N,
22034913,12th Man Mental Health CIC,"5,000.00",Well People in Healthy Places,"Grants, Contributions & Donations",09/05/2025,202502,SML,N,
22034915,Home-Start In Suffolk,"10,000.00",Grants and Contributions,"Grants, Contributions & Donations",09/05/2025,202502,SML,N,
22034916,Community Action Suffolk,"20,000.00",Grants and Contributions,"Grants, Contributions & Donations",09/05/2025,202502,SML,N,
22034917,Community Action Suffolk,"10,000.00",Grants and Contributions,"Grants, Contributions & Donations",09/05/2025,202502,SML,N,
22034918,The Fressingfield Shed,732.00,Locality Awards,"Grants, Contributions & Donations",09/05/2025,202502,SML,N,
22034919,SLM Community Leisure Charitable Trust,564.12,Locality Awards,"Grants, Contributions & Donations",09/05/2025,202502,SML,N,
22034920,OBEE CIC,"5,000.00",Food Fund,"Grants, Contributions & Donations",09/05/2025,202502,SML,N,
22034921,Long Melford Parish Council,"12,942.08",Grants and Contributions,Other Capital Expenditure,09/05/2025,202502,SML,N,
22034922,Punch Bowl Inn CIC Ltd,"2,500.00",Locality Awards,"Grants, Contributions & Donations",09/05/2025,202502,SML,N,
22034923,Beyond The Wall,"2,416.95",Grants and Contributions,"Grants, Contributions & Donations",09/05/2025,202502,SML,N,
22034925,Milden Pavilion Fund,"3,500.00",Grants and Contributions,Other Capital Expenditure,09/05/2025,202502,SML,N,
22034944,12th Man Mental Health CIC,"5,000.00",Well People in Healthy Places,"Grants, Contributions & Donations",13/05/2025,202502,SML,N,
22034945,Essex & Suffolk Roofing Limited,"8,682.00",Independent Living Service,Payment of Grants/Advances,13/05/2025,202502,SML,N,
22034946,Haselton Construction Ltd,"9,566.78",Independent Living Service,Payment of Grants/Advances,13/05/2025,202502,SML,N,
22034947,JC Building Services,"4,175.00",Independent Living Service,Payment of Grants/Advances,13/05/2025,202502,SML,N,
22034949,Felgains Ltd,"6,738.00",Independent Living Service,Payment of Grants/Advances,13/05/2025,202502,SML,N,
22034952,T Man With A Van,500.00,Homeless Prevention Fund,Removal Expenses,13/05/2025,202502,STR,N,
22034957,GB Adaptions Ltd,"1,184.00",Independent Living Service,Payment of Grants/Advances,13/05/2025,202502,SML,N,
22034958,Felgains Ltd,"6,777.00",Independent Living Service,Payment of Grants/Advances,13/05/2025,202502,SML,N,
22034961,Seager Home Solutions,"5,830.00",Independent Living Service,Payment of Grants/Advances,13/05/2025,202502,SML,N,
22034965,Milden Pavilion Fund,"5,437.85",Grants and Contributions,Other Capital Expenditure,14/05/2025,202502,SML,N,
22034966,Compensation claimant,750.00,Building Services Compliance,Compensation Payment to Tenants,14/05/2025,202502,IND,N,
22034968,CEL Solicitors,"1,200.00",Trades Team,Compensation Payment to Tenants,14/05/2025,202502,SML,N,
22034974,Switch Property Services Ltd,755.00,Guaranteed Rent Scheme,Rent Deposits,15/05/2025,202502,SML,N,
22034975,Sudbury Town Council,500.00,Locality Awards,"Grants, Contributions & Donations",15/05/2025,202502,SML,N,
22034977,TT Removals,600.00,Guaranteed Rent Scheme,Other Supplies & Services,15/05/2025,202502,STR,N,
22035087,Bramford Playing Field Association,"1,362.00",Locality Awards,"Grants, Contributions & Donations",16/05/2025,202502,SML,N,
22035088,Elmsett and Aldham Community Shop Limited,"5,000.00",Grants and Contributions,Other Capital Expenditure,16/05/2025,202502,SML,N,
22035089,Rattlesden International Bake Off Volunteers,"1,200.00",Locality Awards,"Grants, Contributions & Donations",16/05/2025,202502,SML,N,
22035090,Bond Turner,"6,500.00",Trades Team,Compensation Payment to Tenants,16/05/2025,202502,SML,N,
22035094,Rapid Response Maintenance Ltd,"1,527.59",Voids,"Property Repairs, Maintenance & Alterations",22/04/2025,202502,SML,N,
22035095,Access Pay Suite,958.67,Financial Resources,Contracted Services,08/05/2025,202502,LRG,N,
22035096,Access Pay Suite,"8,995.03",Financial Resources,Contracted Services,12/05/2025,202502,LRG,N,
22035097,Access Pay Suite,"11,489.09",Financial Resources,Contracted Services,12/05/2025,202502,LRG,N,
22035099,MB Trees (East Anglia) Ltd,580.00,Voids,"Property Repairs, Maintenance & Alterations",12/05/2025,202502,SML,N,
22035100,Rapid Response Maintenance Ltd,"1,386.94",Voids,"Property Repairs, Maintenance & Alterations",15/04/2025,202502,SML,N,
22035101,Mid-Suffolk Equine Vets Ltd,512.50,Food and Safety (General),Inspection Fees,12/05/2025,202502,SML,N,
22035102,Mixbrow Ltd,"9,530.41",Voids,"Property Repairs, Maintenance & Alterations",13/05/2025,202502,SML,N,
22035103,Mixbrow Ltd,"5,268.88",Voids,"Property Repairs, Maintenance & Alterations",13/05/2025,202502,SML,N,
22035104,Mixbrow Ltd,"15,249.37",Voids,"Property Repairs, Maintenance & Alterations",13/05/2025,202502,SML,N,
22035105,Aquasamplers,600.00,Food and Safety (General),Contracted Services,30/04/2025,202502,SML,N,
22035106,Aquasamplers,963.00,Food and Safety (General),Contracted Services,30/04/2025,202502,SML,N,
22035108,Bevan Brittan LLP,700.00,Trades Team,Legal Expenses,19/03/2025,202502,LRG,N,
22035112,Mixbrow Ltd,"8,288.82",Trades Team,"Property Repairs, Maintenance & Alterations",15/05/2025,202502,SML,N,
22035113,Whybrow Property Solutions Ltd,"25,564.69",Voids,"Property Repairs, Maintenance & Alterations",09/05/2025,202502,SML,N,
22035113,Whybrow Property Solutions Ltd,"12,190.74",Building Services Assets,Payments to Contractors,09/05/2025,202502,SML,N,
22035114,Aestima Ltd,858.00,Trades Team,Compensation Payment to Tenants,20/05/2025,202502,SML,N,
22035118,GPC Barclays,"19,317.24",(Bal) System Balance Sheet,Barclaycard Control Account,16/05/2025,202502,LRG,Y,19%
22035119,GPC Barclays,"16,877.69",(Bal) System Balance Sheet,Barclaycard Control Account,14/05/2025,202502,LRG,Y,5%
22035120,Pont Enterprises Ltd,"13,466.76",Tenancy Services,Other Service Charges,21/05/2025,202502,SML,N,
22035121,Seager Home Solutions,"6,859.00",Independent Living Service,Payment of Grants/Advances,21/05/2025,202502,SML,N,
22035122,Stannah Stairlifts Ltd,"2,709.00",Independent Living Service,Payment of Grants/Advances,21/05/2025,202502,LRG,N,
22035125,Handy Bags Ltd,800.00,Homeless Prevention Fund,Other Supplies & Services,21/05/2025,202502,SML,N,
22035126,Satchell Moran Solicitors Ltd,"5,250.00",Trades Team,Compensation Payment to Tenants,21/05/2025,202502,SML,N,
22035133,Felgains Ltd,"6,776.00",Independent Living Service,Payment of Grants/Advances,21/05/2025,202502,SML,N,
22035134,Aspire Adaptations Ltd,"3,323.00",Independent Living Service,Payment of Grants/Advances,21/05/2025,202502,SML,N,
22035136,GB Adaptions Ltd,"5,600.00",Independent Living Service,Payment of Grants/Advances,21/05/2025,202502,SML,N,
22035138,Private Landlord,"1,500.00",Guaranteed Rent Scheme,Other Supplies & Services,21/05/2025,202502,STR,N,
22035965,Flagship Housing Group,"1,049.39",Household Support Grant,Other Supplies & Services,22/05/2025,202502,LRG,N,
22035969,Compensation claimant,712.50,Building Services Compliance,Compensation Payment to Tenants,23/05/2025,202502,IND,N,
22035970,Hadleigh Town Council,"10,000.00",Grants and Contributions,Other Capital Expenditure,23/05/2025,202502,SML,N,
22035971,Private Landlord,820.00,Guaranteed Rent Scheme,Building Rents,27/05/2025,202502,STR,N,
22035973,SK Lloyds Solicitors Ltd,"15,950.29",Trades Team,Compensation Payment to Tenants,28/05/2025,202502,SML,N,
22035974,The Food Hub Cookery School,"2,500.00",Grants and Contributions,"Grants, Contributions & Donations",28/05/2025,202502,STR,N,
22035975,Brome & Oakley Village Hall,"8,212.75",Progress Power,"Grants, Contributions & Donations",28/05/2025,202502,SML,N,
22035980,Wortham Village Hall,843.94,Bring Sites,"Grants, Contributions & Donations",28/05/2025,202502,SML,N,
22035985,Kernos Centre,"1,023.50",RECHARGES Chairman Events,Members' Expenses,28/05/2025,202502,SML,N,
22035986,Stour Valley Mens Shed,"1,023.50",RECHARGES Chairman Events,Members' Expenses,28/05/2025,202502,SML,N,
22035987,The Food Museum Ltd,915.00,RECHARGES Chairman Events,Members' Expenses,28/05/2025,202502,SML,N,
22035988,The Great House,"1,050.00",RECHARGES Chairman Events,Members' Expenses,28/05/2025,202502,SML,N,
22035989,Greenfuture Solutions Ltd,"7,618.40",Independent Living Service,Payment of Grants/Advances,28/05/2025,202502,SML,N,
22035990,Punch Bowl Inn CIC Ltd,500.00,Locality Awards,"Grants, Contributions & Donations",28/05/2025,202502,SML,N,
22035991,Seager Home Solutions,"6,995.00",Independent Living Service,Payment of Grants/Advances,28/05/2025,202502,SML,N,
22035992,Brome & Oakley Village Hall,600.00,Locality Awards,"Grants, Contributions & Donations",28/05/2025,202502,SML,N,
22035993,R Harborne Plumbing Services,"7,127.00",Independent Living Service,Payment of Grants/Advances,28/05/2025,202502,SML,N,
22035995,Greens Removals and Storage Ltd,646.00,Homeless Prevention Fund,Removal Expenses,28/05/2025,202502,SML,N,
22035996,Thurston Parish Council,"1,038.18",Street and Major Road Cleansing,"Grants, Contributions & Donations",28/05/2025,202502,SML,N,
22035998,1st Needham Market Scout Group,"36,762.38",Grants and Contributions,Other Capital Expenditure,29/05/2025,202502,SML,N,
22035999,Hive,"6,300.00",Community Infrastructure Levy (CIL),Other Capital Expenditure,29/05/2025,202502,SML,N,
22036000,Badwell Ash Village Hall,"12,339.00",Community Infrastructure Levy (CIL),Other Capital Expenditure,29/05/2025,202502,SML,N,
22036001,Hadleigh Town Council,"108,491.16",Grants and Contributions,Other Capital Expenditure,29/05/2025,202502,SML,N,
22036002,Debenham Village Hall & Playing Field Trust,"15,772.00",MSM Sustainable Travel,"Grants, Contributions & Donations",29/05/2025,202502,SML,N,
22036223,AWH Solicitors,"2,500.00",Trades Team,Compensation Payment to Tenants,29/05/2025,202502,SML,N,
22036238,W J Broom & Son,"2,736.00",Development Management - Appeals,Building Control and Planning Fees,02/06/2025,202502,IND,N,
21017760,Agroco Trailers,500.00,Open Spaces,Vehicles & Plant Repairs,18/02/2025,202503,SML,N,
